Year,Month,Name,Mean_temp,Rain_sum,Days_w_rain
2002,4,PUŁTUSK,8.8,8.3,5
2002,5,PUŁTUSK,17.0,21.1,6
2002,6,PUŁTUSK,17.6,42.9,12
2002,7,PUŁTUSK,20.8,79.4,11
2002,8,PUŁTUSK,20.3,28.1,5
2002,9,PUŁTUSK,13.4,18.1,7
2002,10,PUŁTUSK,7.1,56.3,17
2002,11,PUŁTUSK,3.6,49.9,5
2002,12,PUŁTUSK,-7.8,7.0,1
2003,1,KRAKÓW-OBSERWATORIUM,-2.2,37.1,7
2003,2,KRAKÓW-OBSERWATORIUM,-4.6,17.4,0
2003,3,KRAKÓW-OBSERWATORIUM,3.0,37.8,4
2003,4,KRAKÓW-OBSERWATORIUM,8.2,38.3,10
2003,5,KRAKÓW-OBSERWATORIUM,16.8,112.8,12
2003,6,KRAKÓW-OBSERWATORIUM,19.7,37.4,11
2003,7,KRAKÓW-OBSERWATORIUM,20.0,95.1,14
2003,8,KRAKÓW-OBSERWATORIUM,20.3,29.5,8
2003,9,KRAKÓW-OBSERWATORIUM,14.2,35.1,8
2003,10,KRAKÓW-OBSERWATORIUM,6.2,44.1,18
2003,11,KRAKÓW-OBSERWATORIUM,5.2,16.5,9
2003,12,KRAKÓW-OBSERWATORIUM,0.6,43.2,13
2003,1,KÓRNIK,-2.2,50.5,9
2003,2,KÓRNIK,-4.1,4.6,0
2003,3,KÓRNIK,2.7,15.9,6
2003,4,KÓRNIK,7.9,16.9,5
2003,5,KÓRNIK,15.6,24.2,8
2003,6,KÓRNIK,19.3,21.3,10
2003,7,KÓRNIK,19.9,99.2,15
2003,8,KÓRNIK,19.6,27.2,7
2003,9,KÓRNIK,14.0,15.6,6
2003,10,KÓRNIK,5.2,32.8,18
2003,11,KÓRNIK,4.9,21.5,12
2003,12,KÓRNIK,1.7,48.0,8
2003,1,PUŁTUSK,-3.3,38.5,5
2003,2,PUŁTUSK,-5.3,14.1,0
2003,3,PUŁTUSK,1.4,16.8,1
2003,4,PUŁTUSK,6.7,29.9,5
2003,5,PUŁTUSK,15.4,75.2,10
2003,6,PUŁTUSK,17.5,51.8,13
2003,7,PUŁTUSK,20.5,89.0,13
2003,8,PUŁTUSK,18.7,44.3,10
2003,9,PUŁTUSK,13.2,46.8,7
2003,10,PUŁTUSK,5.2,59.2,9
2003,11,PUŁTUSK,4.9,34.1,7
2003,12,PUŁTUSK,1.1,46.3,8
2004,1,KRAKÓW-OBSERWATORIUM,-4.0,31.3,1
2004,2,KRAKÓW-OBSERWATORIUM,1.0,62.7,7
2004,3,KRAKÓW-OBSERWATORIUM,3.9,64.6,7
2004,4,KRAKÓW-OBSERWATORIUM,9.7,32.3,12
2004,5,KRAKÓW-OBSERWATORIUM,13.1,66.9,20
2004,6,KRAKÓW-OBSERWATORIUM,17.2,81.2,17
2004,7,KRAKÓW-OBSERWATORIUM,18.6,133.4,20
2004,8,KRAKÓW-OBSERWATORIUM,18.9,54.5,18
2004,9,KRAKÓW-OBSERWATORIUM,13.6,34.1,9
2004,10,KRAKÓW-OBSERWATORIUM,10.6,47.5,11
2004,11,KRAKÓW-OBSERWATORIUM,4.7,51.8,13
2004,12,KRAKÓW-OBSERWATORIUM,1.3,13.8,5
2004,1,KÓRNIK,-4.0,53.4,5
2004,2,KÓRNIK,1.4,33.2,7
2004,3,KÓRNIK,4.5,21.6,8
2004,4,KÓRNIK,9.3,21.5,7
2004,5,KÓRNIK,12.8,53.1,12
2004,6,KÓRNIK,16.5,58.6,18
2004,7,KÓRNIK,18.3,50.3,15
2004,8,KÓRNIK,19.5,83.5,17
2004,9,KÓRNIK,13.7,19.3,12
2004,10,KÓRNIK,9.8,43.8,12
2004,11,KÓRNIK,4.1,51.8,14
2004,12,KÓRNIK,1.6,37.1,11
2004,1,PUŁTUSK,-5.5,32.6,1
2004,2,PUŁTUSK,-0.2,46.5,8
2004,3,PUŁTUSK,3.3,35.4,7
2004,4,PUŁTUSK,8.3,46.6,7
2004,5,PUŁTUSK,11.9,102.3,15
2004,6,PUŁTUSK,15.3,68.4,13
2004,7,PUŁTUSK,17.4,141.6,14
2004,8,PUŁTUSK,18.5,51.9,12
2004,9,PUŁTUSK,12.9,16.9,6
2004,10,PUŁTUSK,9.4,36.4,10
2004,11,PUŁTUSK,3.0,43.1,5
2004,12,PUŁTUSK,1.5,17.5,5
2005,1,KRAKÓW-OBSERWATORIUM,0.5,70.7,6
2005,2,KRAKÓW-OBSERWATORIUM,-3.0,35.1,1
2005,3,KRAKÓW-OBSERWATORIUM,1.4,23.3,4
2005,4,KRAKÓW-OBSERWATORIUM,9.6,30.4,10
2005,5,KRAKÓW-OBSERWATORIUM,14.5,72.3,18
2005,6,KRAKÓW-OBSERWATORIUM,17.3,79.7,14
2005,7,KRAKÓW-OBSERWATORIUM,20.0,93.0,17
2005,8,KRAKÓW-OBSERWATORIUM,17.5,109.3,15
2005,9,KRAKÓW-OBSERWATORIUM,14.9,34.9,6
2005,10,KRAKÓW-OBSERWATORIUM,9.3,6.8,6
2005,11,KRAKÓW-OBSERWATORIUM,2.8,30.9,3
2005,12,KRAKÓW-OBSERWATORIUM,-0.1,76.8,4
2005,1,KÓRNIK,1.8,32.2,10
2005,2,KÓRNIK,-1.9,43.8,1
2005,3,KÓRNIK,1.3,10.6,3
2005,4,KÓRNIK,8.8,21.8,7
2005,5,KÓRNIK,13.9,62.7,18
2005,6,KÓRNIK,16.9,22.5,8
2005,7,KÓRNIK,20.2,64.0,14
2005,8,KÓRNIK,17.3,45.8,11
2005,9,KÓRNIK,15.3,45.6,8
2005,10,KÓRNIK,9.7,6.2,6
2005,11,KÓRNIK,3.0,17.9,9
2005,12,KÓRNIK,0.6,90.5,9
2005,1,PUŁTUSK,0.8,30.7,6
2005,2,PUŁTUSK,-3.6,31.8,0
2005,3,PUŁTUSK,-0.9,37.9,3
2005,4,PUŁTUSK,8.5,11.4,2
2005,5,PUŁTUSK,13.3,69.0,13
2005,6,PUŁTUSK,16.0,58.6,10
2005,7,PUŁTUSK,19.8,102.7,11
2005,8,PUŁTUSK,16.8,7.3,3
2005,9,PUŁTUSK,14.5,36.5,5
2005,10,PUŁTUSK,8.0,4.0,3
2005,11,PUŁTUSK,2.9,33.3,7
2005,12,PUŁTUSK,-0.7,66.2,4
2006,1,KRAKÓW-OBSERWATORIUM,-7.0,32.8,1
2006,2,KRAKÓW-OBSERWATORIUM,-2.2,37.9,2
2006,3,KRAKÓW-OBSERWATORIUM,1.0,60.6,8
2006,4,KRAKÓW-OBSERWATORIUM,10.1,40.5,15
2006,5,KRAKÓW-OBSERWATORIUM,14.2,52.3,20
2006,6,KRAKÓW-OBSERWATORIUM,18.2,93.8,15
2006,7,KRAKÓW-OBSERWATORIUM,22.4,35.4,5
2006,8,KRAKÓW-OBSERWATORIUM,17.9,108.2,17
2006,9,KRAKÓW-OBSERWATORIUM,15.9,33.1,6
2006,10,KRAKÓW-OBSERWATORIUM,10.8,18.0,9
2006,11,KRAKÓW-OBSERWATORIUM,6.0,71.8,14
2006,12,KRAKÓW-OBSERWATORIUM,3.2,19.5,11
2006,1,KÓRNIK,-6.8,15.0,2
2006,2,KÓRNIK,-2.0,42.3,1
2006,3,KÓRNIK,0.1,26.5,7
2006,4,KÓRNIK,9.1,58.9,12
2006,5,KÓRNIK,13.8,42.1,15
2006,6,KÓRNIK,18.6,36.8,10
2006,7,KÓRNIK,23.8,6.8,5
2006,8,KÓRNIK,17.5,147.9,20
2006,9,KÓRNIK,16.0,23.0,7
2006,10,KÓRNIK,10.5,35.1,9
2006,11,KÓRNIK,6.3,38.4,14
2006,12,KÓRNIK,4.5,30.1,15
2006,1,PUŁTUSK,-8.8,16.1,0
2006,2,PUŁTUSK,-4.2,41.5,1
2006,3,PUŁTUSK,-2.0,8.1,2
2006,4,PUŁTUSK,8.4,38.9,9
2006,5,PUŁTUSK,13.4,43.4,13
2006,6,PUŁTUSK,17.2,29.5,8
2006,7,PUŁTUSK,22.1,29.3,4
2006,8,PUŁTUSK,17.7,182.5,17
2006,9,PUŁTUSK,14.3,22.2,5
2006,10,PUŁTUSK,9.4,38.4,9
2006,11,PUŁTUSK,5.1,41.2,10
2006,12,PUŁTUSK,3.4,25.1,9
2007,1,KRAKÓW-OBSERWATORIUM,4.1,89.8,14
2007,2,KRAKÓW-OBSERWATORIUM,1.9,38.4,13
2007,3,KRAKÓW-OBSERWATORIUM,6.6,56.8,10
2007,4,KRAKÓW-OBSERWATORIUM,10.3,16.5,5
2007,5,KRAKÓW-OBSERWATORIUM,16.2,51.0,14
2007,6,KRAKÓW-OBSERWATORIUM,19.5,98.3,16
2007,7,KRAKÓW-OBSERWATORIUM,20.4,70.4,14
2007,8,KRAKÓW-OBSERWATORIUM,19.7,84.6,11
2007,9,KRAKÓW-OBSERWATORIUM,12.8,199.3,15
2007,10,KRAKÓW-OBSERWATORIUM,8.0,58.4,15
2007,11,KRAKÓW-OBSERWATORIUM,1.5,77.9,6
2007,12,KRAKÓW-OBSERWATORIUM,-0.2,19.9,7
2007,1,KÓRNIK,4.6,86.3,18
2007,2,KÓRNIK,0.9,49.2,7
2007,3,KÓRNIK,6.1,49.5,9
2007,4,KÓRNIK,10.1,5.8,4
2007,5,KÓRNIK,15.2,78.0,15
2007,6,KÓRNIK,19.2,66.2,14
2007,7,KÓRNIK,18.7,112.2,20
2007,8,KÓRNIK,18.7,46.6,7
2007,9,KÓRNIK,13.1,27.5,15
2007,10,KÓRNIK,7.9,18.0,11
2007,11,KÓRNIK,2.6,61.1,12
2007,12,KÓRNIK,1.1,35.1,11
2007,1,PUŁTUSK,2.5,93.8,15
2007,2,PUŁTUSK,-2.4,27.6,4
2007,3,PUŁTUSK,5.8,27.1,11
2007,4,PUŁTUSK,8.3,16.5,5
2007,5,PUŁTUSK,14.8,68.2,13
2007,6,PUŁTUSK,18.7,54.1,9
2007,7,PUŁTUSK,18.6,42.4,16
2007,8,PUŁTUSK,18.4,94.0,12
2007,9,PUŁTUSK,12.5,57.7,11
2007,10,PUŁTUSK,7.5,33.2,8
2007,11,PUŁTUSK,1.0,26.5,3
2007,12,PUŁTUSK,-0.1,21.3,7
2008,1,KRAKÓW-OBSERWATORIUM,2.0,26.3,7
2008,2,KRAKÓW-OBSERWATORIUM,2.9,13.6,9
2008,3,KRAKÓW-OBSERWATORIUM,4.4,52.3,10
2008,4,KRAKÓW-OBSERWATORIUM,9.7,33.7,12
2008,5,KRAKÓW-OBSERWATORIUM,14.5,31.6,13
2008,6,KRAKÓW-OBSERWATORIUM,19.2,30.5,10
2008,7,KRAKÓW-OBSERWATORIUM,19.6,131.5,20
2008,8,KRAKÓW-OBSERWATORIUM,19.2,63.3,10
2008,9,KRAKÓW-OBSERWATORIUM,13.0,89.4,16
2008,10,KRAKÓW-OBSERWATORIUM,10.5,44.3,13
2008,11,KRAKÓW-OBSERWATORIUM,5.6,28.2,13
2008,12,KRAKÓW-OBSERWATORIUM,1.7,37.7,11
2008,1,KÓRNIK,2.0,91.0,11
2008,2,KÓRNIK,4.0,30.1,12
2008,3,KÓRNIK,4.1,47.1,9
2008,4,KÓRNIK,8.5,51.2,16
2008,5,KÓRNIK,14.2,14.3,7
2008,6,KÓRNIK,18.7,7.7,6
2008,7,KÓRNIK,19.8,67.7,9
2008,8,KÓRNIK,18.6,87.3,13
2008,9,KÓRNIK,13.1,18.0,9
2008,10,KÓRNIK,9.0,75.1,15
2008,11,KÓRNIK,5.5,23.4,10
2008,12,KÓRNIK,1.1,14.0,10
2008,1,PUŁTUSK,0.2,50.3,11
2008,2,PUŁTUSK,2.5,27.5,6
2008,3,PUŁTUSK,2.9,53.9,9
2008,4,PUŁTUSK,8.4,28.7,14
2008,5,PUŁTUSK,12.8,33.7,11
2008,6,PUŁTUSK,17.5,36.5,6
2008,7,PUŁTUSK,19.1,51.6,10
2008,8,PUŁTUSK,18.0,93.4,17
2008,9,PUŁTUSK,11.9,41.2,11
2008,10,PUŁTUSK,9.1,30.2,11
2008,11,PUŁTUSK,4.2,23.3,6
2008,12,PUŁTUSK,0.4,29.1,6
2009,1,KRAKÓW-OBSERWATORIUM,-2.4,35.2,3
2009,2,KRAKÓW-OBSERWATORIUM,-0.3,41.1,3
2009,3,KRAKÓW-OBSERWATORIUM,3.4,64.9,12
2009,4,KRAKÓW-OBSERWATORIUM,12.1,0.5,2
2009,5,KRAKÓW-OBSERWATORIUM,14.6,91.0,16
2009,6,KRAKÓW-OBSERWATORIUM,17.1,128.0,20
2009,7,KRAKÓW-OBSERWATORIUM,20.7,77.9,15
2009,8,KRAKÓW-OBSERWATORIUM,19.4,62.1,11
2009,9,KRAKÓW-OBSERWATORIUM,15.6,27.6,9
2009,10,KRAKÓW-OBSERWATORIUM,8.3,83.7,20
2009,11,KRAKÓW-OBSERWATORIUM,5.8,77.4,15
2009,12,KRAKÓW-OBSERWATORIUM,0.0,45.0,8
2009,1,KÓRNIK,-3.3,25.2,5
2009,2,KÓRNIK,-0.3,40.3,0
2009,3,KÓRNIK,3.8,50.7,13
2009,4,KÓRNIK,11.1,8.5,3
2009,5,KÓRNIK,13.4,82.3,17
2009,6,KÓRNIK,15.9,106.7,20
2009,7,KÓRNIK,19.6,68.7,15
2009,8,KÓRNIK,19.1,21.5,9
2009,9,KÓRNIK,14.7,42.7,9
2009,10,KÓRNIK,7.3,47.4,23
2009,11,KÓRNIK,6.2,44.9,13
2009,12,KÓRNIK,-1.0,39.5,9
2009,1,PUŁTUSK,-3.8,25.2,2
2009,2,PUŁTUSK,-1.8,31.0,2
2009,3,PUŁTUSK,2.2,52.3,6
2009,4,PUŁTUSK,9.9,1.0,1
2009,5,PUŁTUSK,13.0,70.6,13
2009,6,PUŁTUSK,15.6,142.2,22
2009,7,PUŁTUSK,19.4,57.8,20
2009,8,PUŁTUSK,17.5,66.8,9
2009,9,PUŁTUSK,14.1,31.6,5
2009,10,PUŁTUSK,5.8,64.3,16
2009,11,PUŁTUSK,4.9,47.0,13
2009,12,PUŁTUSK,-1.8,46.2,6
2010,1,KRAKÓW-OBSERWATORIUM,-5.6,37.2,2
2010,2,KRAKÓW-OBSERWATORIUM,-1.2,41.8,4
2010,3,KRAKÓW-OBSERWATORIUM,4.0,26.5,7
2010,4,KRAKÓW-OBSERWATORIUM,9.8,40.1,14
2010,5,KRAKÓW-OBSERWATORIUM,13.7,284.7,27
2010,6,KRAKÓW-OBSERWATORIUM,18.1,154.3,13
2010,7,KRAKÓW-OBSERWATORIUM,21.4,178.9,14
2010,8,KRAKÓW-OBSERWATORIUM,19.3,153.0,16
2010,9,KRAKÓW-OBSERWATORIUM,12.8,96.4,17
2010,10,KRAKÓW-OBSERWATORIUM,6.1,11.1,7
2010,11,KRAKÓW-OBSERWATORIUM,7.0,58.9,12
2010,12,KRAKÓW-OBSERWATORIUM,-4.2,43.4,3
2010,1,KÓRNIK,-7.0,34.8,0
2010,2,KÓRNIK,-1.7,21.7,2
2010,3,KÓRNIK,3.6,43.5,6
2010,4,KÓRNIK,8.9,34.7,9
2010,5,KÓRNIK,12.3,105.3,24
2010,6,KÓRNIK,17.6,29.3,8
2010,7,KÓRNIK,21.9,107.0,11
2010,8,KÓRNIK,18.6,152.0,18
2010,9,KÓRNIK,12.3,76.7,14
2010,10,KÓRNIK,5.9,6.6,7
2010,11,KÓRNIK,4.9,108.0,18
2010,12,KÓRNIK,-5.9,71.8,1
2010,1,PUŁTUSK,-9.5,49.3,0
2010,2,PUŁTUSK,-3.0,32.8,1
2010,3,PUŁTUSK,2.6,23.5,7
2010,4,PUŁTUSK,8.7,10.0,5
2010,5,PUŁTUSK,13.3,183.9,18
2010,6,PUŁTUSK,17.2,76.7,9
2010,7,PUŁTUSK,21.4,44.4,10
2010,8,PUŁTUSK,19.2,132.0,16
2010,9,PUŁTUSK,11.5,73.1,14
2010,10,PUŁTUSK,4.8,2.5,2
2010,11,PUŁTUSK,4.7,138.4,18
2010,12,PUŁTUSK,-6.0,57.4,2
2011,1,KRAKÓW-OBSERWATORIUM,0.1,27.8,10
2011,2,KRAKÓW-OBSERWATORIUM,-1.9,9.4,2
2011,3,KRAKÓW-OBSERWATORIUM,4.4,20.5,4
2011,4,KRAKÓW-OBSERWATORIUM,11.2,62.9,13
2011,5,KRAKÓW-OBSERWATORIUM,14.6,73.7,8
2011,6,KRAKÓW-OBSERWATORIUM,19.2,44.0,15
2011,7,KRAKÓW-OBSERWATORIUM,18.4,177.6,23
2011,8,KRAKÓW-OBSERWATORIUM,19.8,61.3,11
2011,9,KRAKÓW-OBSERWATORIUM,15.9,19.1,7
2011,10,KRAKÓW-OBSERWATORIUM,9.1,31.5,10
2011,11,KRAKÓW-OBSERWATORIUM,2.9,0.0,0
2011,12,KRAKÓW-OBSERWATORIUM,2.6,35.5,12
2011,1,KÓRNIK,0.5,29.3,10
2011,2,KÓRNIK,-3.3,30.1,4
2011,3,KÓRNIK,3.1,17.3,4
2011,4,KÓRNIK,11.6,10.7,8
2011,5,KÓRNIK,14.7,16.9,9
2011,6,KÓRNIK,19.1,59.3,13
2011,7,KÓRNIK,18.3,108.5,18
2011,8,KÓRNIK,18.9,79.7,14
2011,9,KÓRNIK,14.8,24.7,8
2011,10,KÓRNIK,9.2,28.2,11
2011,11,KÓRNIK,3.2,0.7,1
2011,12,KÓRNIK,3.3,48.0,21
2011,1,PUŁTUSK,-1.4,29.5,3
2011,2,PUŁTUSK,-5.2,28.4,3
2011,3,PUŁTUSK,1.7,10.4,3
2011,4,PUŁTUSK,10.1,43.8,12
2011,5,PUŁTUSK,14.1,57.2,11
2011,6,PUŁTUSK,18.2,79.5,11
2011,7,PUŁTUSK,18.3,331.9,24
2011,8,PUŁTUSK,18.2,73.6,12
2011,9,PUŁTUSK,14.0,13.2,5
2011,10,PUŁTUSK,7.5,17.4,7
2011,11,PUŁTUSK,2.4,3.3,3
2011,12,PUŁTUSK,2.4,33.1,7
2012,1,KRAKÓW-OBSERWATORIUM,-0.5,49.8,4
2012,2,KRAKÓW-OBSERWATORIUM,-5.9,30.4,4
2012,3,KRAKÓW-OBSERWATORIUM,5.3,16.3,7
2012,4,KRAKÓW-OBSERWATORIUM,10.7,51.4,12
2012,5,KRAKÓW-OBSERWATORIUM,16.0,28.0,9
2012,6,KRAKÓW-OBSERWATORIUM,18.9,115.2,17
2012,7,KRAKÓW-OBSERWATORIUM,21.2,37.6,14
2012,8,KRAKÓW-OBSERWATORIUM,19.7,43.1,15
2012,9,KRAKÓW-OBSERWATORIUM,15.1,32.8,12
2012,10,KRAKÓW-OBSERWATORIUM,9.1,103.6,15
2012,11,KRAKÓW-OBSERWATORIUM,5.8,25.1,13
2012,12,KRAKÓW-OBSERWATORIUM,-1.8,31.1,5
2012,1,KÓRNIK,0.6,74.5,15
2012,2,KÓRNIK,-4.5,44.2,7
2012,3,KÓRNIK,5.8,10.3,5
2012,4,KÓRNIK,9.0,30.5,8
2012,5,KÓRNIK,15.4,40.8,8
2012,6,KÓRNIK,16.7,117.5,19
2012,7,KÓRNIK,19.8,124.6,19
2012,8,KÓRNIK,18.6,52.1,16
2012,9,KÓRNIK,13.7,38.2,10
2012,10,KÓRNIK,7.9,29.2,15
2012,11,KÓRNIK,5.1,46.0,19
2012,12,KÓRNIK,-1.4,35.2,6
2012,1,PUŁTUSK,-1.4,50.9,5
2012,2,PUŁTUSK,-7.3,29.3,4
2012,3,PUŁTUSK,3.9,17.1,5
2012,4,PUŁTUSK,8.8,55.5,12
2012,5,PUŁTUSK,15.1,53.2,8
2012,6,PUŁTUSK,16.6,158.7,14
2012,7,PUŁTUSK,20.1,86.3,17
2012,8,PUŁTUSK,18.0,48.8,10
2012,9,PUŁTUSK,13.9,45.1,10
2012,10,PUŁTUSK,7.4,46.5,11
2012,11,PUŁTUSK,5.1,35.7,14
2012,12,PUŁTUSK,-4.0,27.8,3
2013,1,KRAKÓW-OBSERWATORIUM,-1.9,63.3,4
2013,2,KRAKÓW-OBSERWATORIUM,0.2,31.4,4
2013,3,KRAKÓW-OBSERWATORIUM,-0.2,62.3,6
2013,4,KRAKÓW-OBSERWATORIUM,9.8,20.2,8
2013,5,KRAKÓW-OBSERWATORIUM,15.1,95.8,15
2013,6,KRAKÓW-OBSERWATORIUM,18.3,228.8,19
2013,7,KRAKÓW-OBSERWATORIUM,20.3,68.8,7
2013,8,KRAKÓW-OBSERWATORIUM,19.6,15.7,6
2013,9,KRAKÓW-OBSERWATORIUM,12.7,72.4,16
2013,10,KRAKÓW-OBSERWATORIUM,10.7,15.1,5
2013,11,KRAKÓW-OBSERWATORIUM,5.7,66.6,15
2013,12,KRAKÓW-OBSERWATORIUM,2.2,19.6,5
2013,1,KÓRNIK,-2.1,58.0,7
2013,2,KÓRNIK,0.0,43.7,6
2013,3,KÓRNIK,-2.4,37.5,0
2013,4,KÓRNIK,8.3,19.0,11
2013,5,KÓRNIK,14.8,73.1,15
2013,6,KÓRNIK,18.0,117.7,12
2013,7,KÓRNIK,20.1,52.8,11
2013,8,KÓRNIK,18.9,31.0,10
2013,9,KÓRNIK,12.4,83.6,16
2013,10,KÓRNIK,10.3,25.9,10
2013,11,KÓRNIK,5.2,41.9,19
2013,12,KÓRNIK,2.7,24.6,10
2013,1,PUŁTUSK,-4.6,40.2,3
2013,2,PUŁTUSK,-1.0,26.8,1
2013,3,PUŁTUSK,-2.6,35.2,0
2013,4,PUŁTUSK,7.3,67.7,8
2013,5,PUŁTUSK,15.4,157.7,16
2013,6,PUŁTUSK,18.6,124.0,12
2013,7,PUŁTUSK,19.4,10.5,4
2013,8,PUŁTUSK,18.6,94.0,8
2013,9,PUŁTUSK,11.5,92.5,16
2013,10,PUŁTUSK,9.1,11.6,8
2013,11,PUŁTUSK,5.4,29.6,13
2013,12,PUŁTUSK,2.2,25.6,4
2014,1,KRAKÓW-OBSERWATORIUM,-0.4,46.1,11
2014,2,KRAKÓW-OBSERWATORIUM,3.0,20.1,8
2014,3,KRAKÓW-OBSERWATORIUM,7.2,28.4,7
2014,4,KRAKÓW-OBSERWATORIUM,11.0,41.0,12
2014,5,KRAKÓW-OBSERWATORIUM,14.7,124.1,18
2014,6,KRAKÓW-OBSERWATORIUM,17.3,82.7,12
2014,7,KRAKÓW-OBSERWATORIUM,20.9,135.1,14
2014,8,KRAKÓW-OBSERWATORIUM,18.1,90.9,18
2014,9,KRAKÓW-OBSERWATORIUM,15.4,65.3,16
2014,10,KRAKÓW-OBSERWATORIUM,10.1,40.2,12
2014,11,KRAKÓW-OBSERWATORIUM,6.4,36.5,7
2014,12,KRAKÓW-OBSERWATORIUM,1.8,24.6,11
2014,1,KÓRNIK,-1.0,55.8,11
2014,2,KÓRNIK,3.3,5.3,4
2014,3,KÓRNIK,6.4,49.6,10
2014,4,KÓRNIK,10.6,36.2,11
2014,5,KÓRNIK,13.8,79.2,18
2014,6,KÓRNIK,16.7,18.9,13
2014,7,KÓRNIK,21.8,48.1,11
2014,8,KÓRNIK,17.7,78.3,16
2014,9,KÓRNIK,15.0,44.6,12
2014,10,KÓRNIK,10.4,28.9,11
2014,11,KÓRNIK,5.8,16.9,11
2014,12,KÓRNIK,2.0,36.8,15
2014,1,PUŁTUSK,-3.4,52.3,8
2014,2,PUŁTUSK,0.8,18.9,6
2014,3,PUŁTUSK,6.1,45.2,6
2014,4,PUŁTUSK,9.8,70.6,10
2014,5,PUŁTUSK,14.3,31.8,9
2014,6,PUŁTUSK,16.1,66.4,14
2014,7,PUŁTUSK,21.3,30.7,10
2014,8,PUŁTUSK,18.1,82.4,17
2014,9,PUŁTUSK,14.0,10.8,7
2014,10,PUŁTUSK,8.6,2.6,4
2014,11,PUŁTUSK,3.9,28.7,7
2014,12,PUŁTUSK,-0.1,77.0,13
2015,1,KRAKÓW-OBSERWATORIUM,2.0,57.9,7
2015,2,KRAKÓW-OBSERWATORIUM,1.5,30.9,5
2015,3,KRAKÓW-OBSERWATORIUM,5.5,48.4,8
2015,4,KRAKÓW-OBSERWATORIUM,9.6,26.7,4
2015,5,KRAKÓW-OBSERWATORIUM,14.0,110.6,14
2015,6,KRAKÓW-OBSERWATORIUM,18.4,58.1,10
2015,7,KRAKÓW-OBSERWATORIUM,21.4,54.4,12
2015,8,KRAKÓW-OBSERWATORIUM,21.9,105.1,5
2015,9,KRAKÓW-OBSERWATORIUM,15.5,82.4,14
2015,10,KRAKÓW-OBSERWATORIUM,8.1,34.0,8
2015,11,KRAKÓW-OBSERWATORIUM,6.1,66.7,13
2015,12,KRAKÓW-OBSERWATORIUM,4.6,9.4,13
2015,1,KÓRNIK,2.2,38.7,10
2015,2,KÓRNIK,1.2,9.1,0
2015,3,KÓRNIK,5.1,53.0,11
2015,4,KÓRNIK,8.5,29.5,5
2015,5,KÓRNIK,13.5,17.3,10
2015,6,KÓRNIK,16.4,71.7,16
2015,7,KÓRNIK,19.9,66.9,14
2015,8,KÓRNIK,21.8,20.6,6
2015,9,KÓRNIK,14.5,25.4,10
2015,10,KÓRNIK,7.5,24.1,11
2015,11,KÓRNIK,6.0,54.0,16
2015,12,KÓRNIK,5.7,27.5,17
2015,1,PUŁTUSK,0.9,47.7,7
2015,2,PUŁTUSK,0.6,5.0,2
2015,3,PUŁTUSK,4.8,46.5,10
2015,4,PUŁTUSK,8.3,18.8,7
2015,5,PUŁTUSK,12.9,34.7,13
2015,6,PUŁTUSK,17.2,8.6,7
2015,7,PUŁTUSK,19.5,69.6,14
2015,8,PUŁTUSK,21.1,4.3,3
2015,9,PUŁTUSK,14.7,38.5,11
2015,10,PUŁTUSK,6.3,40.6,11
2015,11,PUŁTUSK,4.6,50.0,14
2015,12,PUŁTUSK,3.9,20.5,8
2016,1,KRAKÓW-OBSERWATORIUM,-1.6,26.4,8
2016,2,KRAKÓW-OBSERWATORIUM,4.6,104.9,13
2016,3,KRAKÓW-OBSERWATORIUM,5.4,30.8,12
2016,4,KRAKÓW-OBSERWATORIUM,10.2,66.0,16
2016,5,KRAKÓW-OBSERWATORIUM,15.1,56.7,10
2016,6,KRAKÓW-OBSERWATORIUM,19.7,46.7,11
2016,7,KRAKÓW-OBSERWATORIUM,20.3,134.2,17
2016,8,KRAKÓW-OBSERWATORIUM,18.7,71.6,10
2016,9,KRAKÓW-OBSERWATORIUM,16.1,27.8,7
2016,10,KRAKÓW-OBSERWATORIUM,8.4,117.5,17
2016,11,KRAKÓW-OBSERWATORIUM,4.2,42.4,9
2016,12,KRAKÓW-OBSERWATORIUM,0.9,27.0,6
2016,1,KÓRNIK,-1.6,40.6,6
2016,2,KÓRNIK,3.8,42.7,13
2016,3,KÓRNIK,4.2,54.5,12
2016,4,KÓRNIK,8.9,41.3,13
2016,5,KÓRNIK,15.6,35.5,11
2016,6,KÓRNIK,18.9,83.9,14
2016,7,KÓRNIK,19.5,199.6,14
2016,8,KÓRNIK,17.9,33.4,10
2016,9,KÓRNIK,15.9,10.8,3
2016,10,KÓRNIK,8.3,95.1,21
2016,11,KÓRNIK,3.2,37.5,15
2016,12,KÓRNIK,2.1,43.6,16
2016,1,PUŁTUSK,-4.1,17.8,4
2016,2,PUŁTUSK,2.8,68.1,9
2016,3,PUŁTUSK,3.5,34.3,11
2016,4,PUŁTUSK,8.9,25.0,9
2016,5,PUŁTUSK,15.3,77.6,10
2016,6,PUŁTUSK,18.4,74.8,12
2016,7,PUŁTUSK,19.4,88.2,18
2016,8,PUŁTUSK,17.8,66.4,12
2016,9,PUŁTUSK,14.2,16.2,8
2016,10,PUŁTUSK,6.6,105.2,18
2016,11,PUŁTUSK,2.4,44.0,8
2016,12,PUŁTUSK,0.5,56.3,10
2017,1,KRAKÓW-OBSERWATORIUM,-4.5,9.6,0
2017,2,KRAKÓW-OBSERWATORIUM,1.0,36.6,9
